question_text,user_id,response
1. What are you looking for?,5590c603-f23a-48a6-9726-8a262cdf908e,Men's Styles
1. What are you looking for?,55a1f9f9-cb4b-4b74-868a-ec35ece5e14f,Women's Styles
2. What's your fit?,55a1f9f9-cb4b-4b74-868a-ec35ece5e14f,Medium
4. Which colors do you like?,560d4d93-de5f-484c-aa14-756fc4849ada,Black
1. What are you looking for?,560d4d93-de5f-484c-aa14-756fc4849ada,Men's Styles
2. What's your fit?,560d4d93-de5f-484c-aa14-756fc4849ada,Narrow
3. How old are you?,560d4d93-de5f-484c-aa14-756fc4849ada,Square
4. Which colors do you like?,56a87b18-3ab8-4fa1-b2b9-5ca6a96f265f,Tortoise
3. How old are you?,56a87b18-3ab8-4fa1-b2b9-5ca6a96f265f,Square
1. What are you looking for?,56a87b18-3ab8-4fa1-b2b9-5ca6a96f265f,Women's Styles
5. When was your last eye exam?,56a87b18-3ab8-4fa1-b2b9-5ca6a96f265f,<1 Year
2. What's your fit?,56a87b18-3ab8-4fa1-b2b9-5ca6a96f265f,Wide
2. What's your fit?,56bc95ca-4779-4d2f-8a76-f28e85914c9e,Wide
5. When was your last eye exam?,56bc95ca-4779-4d2f-8a76-f28e85914c9e,3+ Years
1. What are you looking for?,56bc95ca-4779-4d2f-8a76-f28e85914c9e,Men's Styles
4. Which colors do you like?,56bc95ca-4779-4d2f-8a76-f28e85914c9e,Two-Tone
3. How old are you?,56bc95ca-4779-4d2f-8a76-f28e85914c9e,Round
1. What are you looking for?,57d0d458-c63a-4594-bde5-f35ae2fc7b3f,Women's Styles
2. What's your fit?,57d0d458-c63a-4594-bde5-f35ae2fc7b3f,Narrow
3. How old are you?,57d0d458-c63a-4594-bde5-f35ae2fc7b3f,Rectangular
4. Which colors do you like?,57d0d458-c63a-4594-bde5-f35ae2fc7b3f,Black
5. When was your last eye exam?,5854fb08-48ff-437b-9f41-963ee1e6ecfa,1-3 Years
3. How old are you?,5854fb08-48ff-437b-9f41-963ee1e6ecfa,Round
4. Which colors do you like?,5854fb08-48ff-437b-9f41-963ee1e6ecfa,Black
1. What are you looking for?,5854fb08-48ff-437b-9f41-963ee1e6ecfa,Women's Styles
2. What's your fit?,5854fb08-48ff-437b-9f41-963ee1e6ecfa,Narrow
3. How old are you?,592f4036-1d52-49f8-aca7-6280f2d7e196,Rectangular
5. When was your last eye exam?,592f4036-1d52-49f8-aca7-6280f2d7e196,<1 Year
2. What's your fit?,592f4036-1d52-49f8-aca7-6280f2d7e196,Narrow
1. What are you looking for?,592f4036-1d52-49f8-aca7-6280f2d7e196,Men's Styles
4. Which colors do you like?,592f4036-1d52-49f8-aca7-6280f2d7e196,Tortoise
3. How old are you?,5979f03e-6377-4a13-86e9-f4e10bb609c2,Round
2. What's your fit?,5979f03e-6377-4a13-86e9-f4e10bb609c2,I'm not sure. Let's skip it.
4. Which colors do you like?,5979f03e-6377-4a13-86e9-f4e10bb609c2,Crystal
1. What are you looking for?,5979f03e-6377-4a13-86e9-f4e10bb609c2,Men's Styles
5. When was your last eye exam?,5979f03e-6377-4a13-86e9-f4e10bb609c2,<1 Year
4. Which colors do you like?,59b737e0-c399-46fb-b0a7-06cd5a2ab9e9,Black
3. How old are you?,59b737e0-c399-46fb-b0a7-06cd5a2ab9e9,Round
2. What's your fit?,59b737e0-c399-46fb-b0a7-06cd5a2ab9e9,Narrow
1. What are you looking for?,59b737e0-c399-46fb-b0a7-06cd5a2ab9e9,Men's Styles
3. How old are you?,59cc0556-7222-4351-bbe7-b4b0a5b467d2,No Preference
5. When was your last eye exam?,59cc0556-7222-4351-bbe7-b4b0a5b467d2,<1 Year
4. Which colors do you like?,59cc0556-7222-4351-bbe7-b4b0a5b467d2,Tortoise
1. What are you looking for?,59cc0556-7222-4351-bbe7-b4b0a5b467d2,Men's Styles
2. What's your fit?,59cc0556-7222-4351-bbe7-b4b0a5b467d2,Medium
4. Which colors do you like?,5adb694d-903b-4e4c-9306-a6dffdbda261,Crystal
3. How old are you?,5adb694d-903b-4e4c-9306-a6dffdbda261,Square
1. What are you looking for?,5adb694d-903b-4e4c-9306-a6dffdbda261,Women's Styles
2. What's your fit?,5adb694d-903b-4e4c-9306-a6dffdbda261,Narrow
1. What are you looking for?,5ae6b0ec-b4a5-483c-8cd3-6269f8fa7ab2,Women's Styles
2. What's your fit?,5ae6b0ec-b4a5-483c-8cd3-6269f8fa7ab2,Medium
4. Which colors do you like?,5b19799c-c780-44f6-acf4-e66e9c74e5e2,Crystal
2. What's your fit?,5b19799c-c780-44f6-acf4-e66e9c74e5e2,Medium
3. How old are you?,5b19799c-c780-44f6-acf4-e66e9c74e5e2,Rectangular
5. When was your last eye exam?,5b19799c-c780-44f6-acf4-e66e9c74e5e2,1-3 Years
1. What are you looking for?,5b19799c-c780-44f6-acf4-e66e9c74e5e2,Men's Styles
4. Which colors do you like?,5bbe997c-b56b-45f8-8405-63bb01715a1e,Black
1. What are you looking for?,5bbe997c-b56b-45f8-8405-63bb01715a1e,Men's Styles
2. What's your fit?,5bbe997c-b56b-45f8-8405-63bb01715a1e,Medium
5. When was your last eye exam?,5bbe997c-b56b-45f8-8405-63bb01715a1e,<1 Year
3. How old are you?,5bbe997c-b56b-45f8-8405-63bb01715a1e,Square
3. How old are you?,5bd25372-649e-41ff-bde2-61cccb58ddfd,Round
1. What are you looking for?,5bd25372-649e-41ff-bde2-61cccb58ddfd,Men's Styles
2. What's your fit?,5bd25372-649e-41ff-bde2-61cccb58ddfd,Wide
5. When was your last eye exam?,5c157c40-68d3-4983-846c-e74b907b913b,<1 Year
1. What are you looking for?,5c157c40-68d3-4983-846c-e74b907b913b,Men's Styles
3. How old are you?,5c157c40-68d3-4983-846c-e74b907b913b,Rectangular
4. Which colors do you like?,5c157c40-68d3-4983-846c-e74b907b913b,Tortoise
2. What's your fit?,5c157c40-68d3-4983-846c-e74b907b913b,Wide
3. How old are you?,5ce7072e-cdc8-42eb-bb1d-795867e9c11a,Rectangular
1. What are you looking for?,5ce7072e-cdc8-42eb-bb1d-795867e9c11a,Women's Styles
5. When was your last eye exam?,5ce7072e-cdc8-42eb-bb1d-795867e9c11a,<1 Year
4. Which colors do you like?,5ce7072e-cdc8-42eb-bb1d-795867e9c11a,Crystal
2. What's your fit?,5ce7072e-cdc8-42eb-bb1d-795867e9c11a,Wide
5. When was your last eye exam?,5e616934-ae50-4965-9a83-b55c7afd122c,<1 Year
3. How old are you?,5e616934-ae50-4965-9a83-b55c7afd122c,Square
2. What's your fit?,5e616934-ae50-4965-9a83-b55c7afd122c,Medium
4. Which colors do you like?,5e616934-ae50-4965-9a83-b55c7afd122c,Two-Tone
1. What are you looking for?,5e616934-ae50-4965-9a83-b55c7afd122c,Women's Styles
3. How old are you?,5e9f60b0-8b00-42af-8fee-5096eb25619e,Square
4. Which colors do you like?,5e9f60b0-8b00-42af-8fee-5096eb25619e,Tortoise
2. What's your fit?,5e9f60b0-8b00-42af-8fee-5096eb25619e,Medium
1. What are you looking for?,5e9f60b0-8b00-42af-8fee-5096eb25619e,Women's Styles
4. Which colors do you like?,5eb295e5-5086-4c30-a99b-b5a04907c271,Crystal
3. How old are you?,5eb295e5-5086-4c30-a99b-b5a04907c271,Round
1. What are you looking for?,5eb295e5-5086-4c30-a99b-b5a04907c271,Men's Styles
2. What's your fit?,5eb295e5-5086-4c30-a99b-b5a04907c271,Narrow
3. How old are you?,5ecaa38a-ef9c-43ed-bd82-5d95d877e59b,Square
1. What are you looking for?,5ecaa38a-ef9c-43ed-bd82-5d95d877e59b,Men's Styles
2. What's your fit?,5ecaa38a-ef9c-43ed-bd82-5d95d877e59b,Wide
4. Which colors do you like?,5ecaa38a-ef9c-43ed-bd82-5d95d877e59b,Crystal
3. How old are you?,5f70b43d-de55-4c85-9601-5a44e49716a7,Rectangular
1. What are you looking for?,5f70b43d-de55-4c85-9601-5a44e49716a7,Men's Styles
4. Which colors do you like?,5f70b43d-de55-4c85-9601-5a44e49716a7,Tortoise
2. What's your fit?,5f70b43d-de55-4c85-9601-5a44e49716a7,Narrow
5. When was your last eye exam?,5f70b43d-de55-4c85-9601-5a44e49716a7,<1 Year
1. What are you looking for?,603468b9-d117-4386-b8a6-5e276c48610e,Men's Styles
2. What's your fit?,608863ce-d92e-43e9-8b10-e80bd4a32802,Wide
1. What are you looking for?,608863ce-d92e-43e9-8b10-e80bd4a32802,Women's Styles
5. When was your last eye exam?,60a8e9c5-e46f-43e5-b1d7-c568969e725b,1-3 Years
2. What's your fit?,60a8e9c5-e46f-43e5-b1d7-c568969e725b,Wide
1. What are you looking for?,60a8e9c5-e46f-43e5-b1d7-c568969e725b,Women's Styles
4. Which colors do you like?,60a8e9c5-e46f-43e5-b1d7-c568969e725b,Black
3. How old are you?,60a8e9c5-e46f-43e5-b1d7-c568969e725b,Round
1. What are you looking for?,60aeb59b-2e1b-4d33-b9b4-c5b89ebc939c,Women's Styles
2. What's your fit?,60aeb59b-2e1b-4d33-b9b4-c5b89ebc939c,Wide
1. What are you looking for?,6129ce0f-8488-41a5-85e6-918f4fd5c0b7,Women's Styles
2. What's your fit?,6129ce0f-8488-41a5-85e6-918f4fd5c0b7,I'm not sure. Let's skip it.
2. What's your fit?,615b49bb-28fc-4ec3-b023-874e84c39ef2,Wide
3. How old are you?,615b49bb-28fc-4ec3-b023-874e84c39ef2,Round
4. Which colors do you like?,615b49bb-28fc-4ec3-b023-874e84c39ef2,Black
1. What are you looking for?,615b49bb-28fc-4ec3-b023-874e84c39ef2,Women's Styles
5. When was your last eye exam?,615b49bb-28fc-4ec3-b023-874e84c39ef2,1-3 Years
2. What's your fit?,622b1ace-9b12-4f8e-8b97-0228cdefe2cb,Wide
1. What are you looking for?,622b1ace-9b12-4f8e-8b97-0228cdefe2cb,Men's Styles
2. What's your fit?,637b49b5-3cef-4049-9de3-c0ce7076e32c,Narrow
5. When was your last eye exam?,637b49b5-3cef-4049-9de3-c0ce7076e32c,<1 Year
4. Which colors do you like?,637b49b5-3cef-4049-9de3-c0ce7076e32c,Black
3. How old are you?,637b49b5-3cef-4049-9de3-c0ce7076e32c,Square
1. What are you looking for?,637b49b5-3cef-4049-9de3-c0ce7076e32c,Men's Styles
1. What are you looking for?,63c00fe5-dd7c-4e53-95eb-649f30c1373e,Women's Styles
5. When was your last eye exam?,63c00fe5-dd7c-4e53-95eb-649f30c1373e,<1 Year
2. What's your fit?,63c00fe5-dd7c-4e53-95eb-649f30c1373e,Medium
3. How old are you?,63c00fe5-dd7c-4e53-95eb-649f30c1373e,Rectangular
4. Which colors do you like?,63c00fe5-dd7c-4e53-95eb-649f30c1373e,Tortoise
5. When was your last eye exam?,63ff6577-a015-45d7-b912-764315a04721,<1 Year
4. Which colors do you like?,63ff6577-a015-45d7-b912-764315a04721,Neutral
1. What are you looking for?,63ff6577-a015-45d7-b912-764315a04721,I'm not sure. Let's skip it.
2. What's your fit?,63ff6577-a015-45d7-b912-764315a04721,I'm not sure. Let's skip it.
3. How old are you?,63ff6577-a015-45d7-b912-764315a04721,Rectangular
1. What are you looking for?,64c41aa6-c795-45f2-899b-e8bd500c743a,Women's Styles
4. Which colors do you like?,64c41aa6-c795-45f2-899b-e8bd500c743a,Crystal
5. When was your last eye exam?,64c41aa6-c795-45f2-899b-e8bd500c743a,Not Sure. Let's Skip It
3. How old are you?,64c41aa6-c795-45f2-899b-e8bd500c743a,Rectangular
2. What's your fit?,64c41aa6-c795-45f2-899b-e8bd500c743a,Medium
4. Which colors do you like?,64e67b11-f2b6-4620-bf5a-b914a3263344,Two-Tone
1. What are you looking for?,64e67b11-f2b6-4620-bf5a-b914a3263344,Men's Styles
2. What's your fit?,64e67b11-f2b6-4620-bf5a-b914a3263344,I'm not sure. Let's skip it.
3. How old are you?,64e67b11-f2b6-4620-bf5a-b914a3263344,Square
5. When was your last eye exam?,64e67b11-f2b6-4620-bf5a-b914a3263344,<1 Year
5. When was your last eye exam?,65acf74d-46d7-49a4-89f6-3e0b5555e7e9,<1 Year
1. What are you looking for?,65acf74d-46d7-49a4-89f6-3e0b5555e7e9,Women's Styles
2. What's your fit?,65acf74d-46d7-49a4-89f6-3e0b5555e7e9,Wide
3. How old are you?,65acf74d-46d7-49a4-89f6-3e0b5555e7e9,Rectangular
4. Which colors do you like?,65acf74d-46d7-49a4-89f6-3e0b5555e7e9,Neutral
2. What's your fit?,668de89d-f71a-459d-b2cb-956ffc9cb9a4,Narrow
1. What are you looking for?,668de89d-f71a-459d-b2cb-956ffc9cb9a4,Women's Styles
3. How old are you?,673f153d-b69c-4aec-a80c-eb8214fe9c92,Rectangular
5. When was your last eye exam?,673f153d-b69c-4aec-a80c-eb8214fe9c92,Not Sure. Let's Skip It
1. What are you looking for?,673f153d-b69c-4aec-a80c-eb8214fe9c92,I'm not sure. Let's skip it.
2. What's your fit?,673f153d-b69c-4aec-a80c-eb8214fe9c92,Medium
4. Which colors do you like?,673f153d-b69c-4aec-a80c-eb8214fe9c92,Tortoise
2. What's your fit?,683e1576-4330-4293-b792-3de636243974,Narrow
3. How old are you?,683e1576-4330-4293-b792-3de636243974,Rectangular
1. What are you looking for?,683e1576-4330-4293-b792-3de636243974,Women's Styles
4. Which colors do you like?,683e1576-4330-4293-b792-3de636243974,Black
5. When was your last eye exam?,683e1576-4330-4293-b792-3de636243974,<1 Year
2. What's your fit?,683e7aad-6de0-46d3-82fd-d0a3e36c2921,Medium
1. What are you looking for?,683e7aad-6de0-46d3-82fd-d0a3e36c2921,Men's Styles
2. What's your fit?,687b3c83-68a6-4207-9e07-c03e1be69cd1,Wide
1. What are you looking for?,687b3c83-68a6-4207-9e07-c03e1be69cd1,Men's Styles
1. What are you looking for?,68a1270a-bee6-46e6-bf7b-ad69ff36adf3,I'm not sure. Let's skip it.
2. What's your fit?,68a1270a-bee6-46e6-bf7b-ad69ff36adf3,Wide
5. When was your last eye exam?,68ddcab0-bb5f-4bce-914f-46a23e2ca2fe,<1 Year
2. What's your fit?,68ddcab0-bb5f-4bce-914f-46a23e2ca2fe,Narrow
1. What are you looking for?,68ddcab0-bb5f-4bce-914f-46a23e2ca2fe,Women's Styles
4. Which colors do you like?,68ddcab0-bb5f-4bce-914f-46a23e2ca2fe,Tortoise
3. How old are you?,68ddcab0-bb5f-4bce-914f-46a23e2ca2fe,Round
2. What's your fit?,691ebddf-2385-4218-8499-4ffa51a8a12d,I'm not sure. Let's skip it.
3. How old are you?,691ebddf-2385-4218-8499-4ffa51a8a12d,Round
5. When was your last eye exam?,691ebddf-2385-4218-8499-4ffa51a8a12d,<1 Year
4. Which colors do you like?,691ebddf-2385-4218-8499-4ffa51a8a12d,Black
1. What are you looking for?,691ebddf-2385-4218-8499-4ffa51a8a12d,Women's Styles
2. What's your fit?,69838e6a-c163-4eca-a8b8-2e562700f839,Wide
3. How old are you?,69838e6a-c163-4eca-a8b8-2e562700f839,Rectangular
1. What are you looking for?,69838e6a-c163-4eca-a8b8-2e562700f839,Men's Styles
5. When was your last eye exam?,69838e6a-c163-4eca-a8b8-2e562700f839,<1 Year
4. Which colors do you like?,69838e6a-c163-4eca-a8b8-2e562700f839,Crystal
1. What are you looking for?,69fe34be-3709-4145-99a6-e8293e3a76b7,I'm not sure. Let's skip it.
3. How old are you?,69fe34be-3709-4145-99a6-e8293e3a76b7,Rectangular
4. Which colors do you like?,69fe34be-3709-4145-99a6-e8293e3a76b7,Black
5. When was your last eye exam?,69fe34be-3709-4145-99a6-e8293e3a76b7,Not Sure. Let's Skip It
2. What's your fit?,69fe34be-3709-4145-99a6-e8293e3a76b7,I'm not sure. Let's skip it.
4. Which colors do you like?,6ae352b2-6bff-4063-ac2f-8c1fe97d1598,Tortoise
5. When was your last eye exam?,6ae352b2-6bff-4063-ac2f-8c1fe97d1598,<1 Year
3. How old are you?,6ae352b2-6bff-4063-ac2f-8c1fe97d1598,Rectangular
2. What's your fit?,6ae352b2-6bff-4063-ac2f-8c1fe97d1598,Medium
1. What are you looking for?,6ae352b2-6bff-4063-ac2f-8c1fe97d1598,Women's Styles
4. Which colors do you like?,6b7d9245-5685-4da6-89ef-17b093a50b64,Crystal
3. How old are you?,6b7d9245-5685-4da6-89ef-17b093a50b64,Square
5. When was your last eye exam?,6b7d9245-5685-4da6-89ef-17b093a50b64,<1 Year
2. What's your fit?,6b7d9245-5685-4da6-89ef-17b093a50b64,Narrow
1. What are you looking for?,6b7d9245-5685-4da6-89ef-17b093a50b64,Men's Styles
1. What are you looking for?,6c26e441-68d3-479e-9788-dc82e29126ea,Women's Styles
2. What's your fit?,6c26e441-68d3-479e-9788-dc82e29126ea,Narrow
1. What are you looking for?,6e1e0f3c-db2f-4ec6-9d2c-eb8bcbedbfc9,Men's Styles
3. How old are you?,6e1e0f3c-db2f-4ec6-9d2c-eb8bcbedbfc9,Square
5. When was your last eye exam?,6e1e0f3c-db2f-4ec6-9d2c-eb8bcbedbfc9,Not Sure. Let's Skip It
4. Which colors do you like?,6e1e0f3c-db2f-4ec6-9d2c-eb8bcbedbfc9,Tortoise
2. What's your fit?,6e1e0f3c-db2f-4ec6-9d2c-eb8bcbedbfc9,Medium
3. How old are you?,6e8876e7-60f9-4b45-8ebd-2a661551186f,Round
1. What are you looking for?,6e8876e7-60f9-4b45-8ebd-2a661551186f,Men's Styles
4. Which colors do you like?,6e8876e7-60f9-4b45-8ebd-2a661551186f,Crystal
2. What's your fit?,6e8876e7-60f9-4b45-8ebd-2a661551186f,Wide
2. What's your fit?,6eac2e24-98fa-4a1d-93b7-e1a5326ee2b2,Wide
3. How old are you?,6eac2e24-98fa-4a1d-93b7-e1a5326ee2b2,Square
4. Which colors do you like?,6eac2e24-98fa-4a1d-93b7-e1a5326ee2b2,Tortoise
1. What are you looking for?,6eac2e24-98fa-4a1d-93b7-e1a5326ee2b2,Women's Styles
5. When was your last eye exam?,6eac2e24-98fa-4a1d-93b7-e1a5326ee2b2,<1 Year
3. How old are you?,6f4dd488-5299-4b8c-bdc0-3ab46903d773,Rectangular
1. What are you looking for?,6f4dd488-5299-4b8c-bdc0-3ab46903d773,Men's Styles
2. What's your fit?,6f4dd488-5299-4b8c-bdc0-3ab46903d773,I'm not sure. Let's skip it.
4. Which colors do you like?,6f4dd488-5299-4b8c-bdc0-3ab46903d773,Tortoise
5. When was your last eye exam?,6f4dd488-5299-4b8c-bdc0-3ab46903d773,Not Sure. Let's Skip It
3. How old are you?,6f4e92fb-1001-478b-a9dc-d724bc18bf0c,Square
4. Which colors do you like?,6f4e92fb-1001-478b-a9dc-d724bc18bf0c,Black
1. What are you looking for?,6f4e92fb-1001-478b-a9dc-d724bc18bf0c,Women's Styles
2. What's your fit?,6f4e92fb-1001-478b-a9dc-d724bc18bf0c,Medium
3. How old are you?,70d4433c-1a4b-4da5-a1cd-7da1ac7f237f,Rectangular
4. Which colors do you like?,70d4433c-1a4b-4da5-a1cd-7da1ac7f237f,Two-Tone
1. What are you looking for?,70d4433c-1a4b-4da5-a1cd-7da1ac7f237f,Women's Styles
5. When was your last eye exam?,70d4433c-1a4b-4da5-a1cd-7da1ac7f237f,Not Sure. Let's Skip It
2. What's your fit?,70d4433c-1a4b-4da5-a1cd-7da1ac7f237f,Wide
2. What's your fit?,71d0e6ee-ccee-4e8e-aac9-58a2fea07518,Medium
1. What are you looking for?,71d0e6ee-ccee-4e8e-aac9-58a2fea07518,Women's Styles
2. What's your fit?,72fa58c2-ef66-4fa2-8858-69b35e1a30f8,Narrow
3. How old are you?,72fa58c2-ef66-4fa2-8858-69b35e1a30f8,No Preference
1. What are you looking for?,72fa58c2-ef66-4fa2-8858-69b35e1a30f8,Women's Styles
4. Which colors do you like?,72fa58c2-ef66-4fa2-8858-69b35e1a30f8,Black
2. What's your fit?,7331a09a-0342-45f5-b221-0f70f474d889,Narrow
1. What are you looking for?,7331a09a-0342-45f5-b221-0f70f474d889,Men's Styles
4. Which colors do you like?,745332d9-b38f-4760-ae0b-2fa3b39c26f9,Tortoise
5. When was your last eye exam?,745332d9-b38f-4760-ae0b-2fa3b39c26f9,<1 Year
1. What are you looking for?,745332d9-b38f-4760-ae0b-2fa3b39c26f9,Men's Styles
2. What's your fit?,745332d9-b38f-4760-ae0b-2fa3b39c26f9,Narrow
3. How old are you?,745332d9-b38f-4760-ae0b-2fa3b39c26f9,Square
3. How old are you?,74862d63-ee4f-479e-a830-5e7a030fd610,Square
2. What's your fit?,74862d63-ee4f-479e-a830-5e7a030fd610,Wide
1. What are you looking for?,74862d63-ee4f-479e-a830-5e7a030fd610,Women's Styles
4. Which colors do you like?,74862d63-ee4f-479e-a830-5e7a030fd610,Black
2. What's your fit?,7568ca37-de77-46c0-8492-76cd6c967655,I'm not sure. Let's skip it.
1. What are you looking for?,7568ca37-de77-46c0-8492-76cd6c967655,Men's Styles
4. Which colors do you like?,75b12def-7657-45a5-a26b-de674d47d53b,Black
3. How old are you?,75b12def-7657-45a5-a26b-de674d47d53b,Rectangular
1. What are you looking for?,75b12def-7657-45a5-a26b-de674d47d53b,Men's Styles
2. What's your fit?,75b12def-7657-45a5-a26b-de674d47d53b,Medium
3. How old are you?,769029e2-a82d-4cd4-80e3-34952f729c74,Round
1. What are you looking for?,769029e2-a82d-4cd4-80e3-34952f729c74,Men's Styles
4. Which colors do you like?,769029e2-a82d-4cd4-80e3-34952f729c74,Tortoise
2. What's your fit?,769029e2-a82d-4cd4-80e3-34952f729c74,Narrow
5. When was your last eye exam?,769029e2-a82d-4cd4-80e3-34952f729c74,<1 Year
1. What are you looking for?,76c91489-50e3-4bec-8fb9-dc2e058ebb1a,Women's Styles
4. Which colors do you like?,76c91489-50e3-4bec-8fb9-dc2e058ebb1a,Tortoise
3. How old are you?,76c91489-50e3-4bec-8fb9-dc2e058ebb1a,Square
5. When was your last eye exam?,76c91489-50e3-4bec-8fb9-dc2e058ebb1a,1-3 Years
2. What's your fit?,76c91489-50e3-4bec-8fb9-dc2e058ebb1a,Wide
3. How old are you?,783edb05-62d6-4299-9c2f-352487ea2ff8,Rectangular
2. What's your fit?,783edb05-62d6-4299-9c2f-352487ea2ff8,Wide
1. What are you looking for?,783edb05-62d6-4299-9c2f-352487ea2ff8,I'm not sure. Let's skip it.
4. Which colors do you like?,783edb05-62d6-4299-9c2f-352487ea2ff8,Tortoise
4. Which colors do you like?,78520173-dcd3-4f4f-ad11-2d40032b4b33,Crystal
2. What's your fit?,78520173-dcd3-4f4f-ad11-2d40032b4b33,Narrow
3. How old are you?,78520173-dcd3-4f4f-ad11-2d40032b4b33,Square
1. What are you looking for?,78520173-dcd3-4f4f-ad11-2d40032b4b33,Women's Styles
5. When was your last eye exam?,78520173-dcd3-4f4f-ad11-2d40032b4b33,Not Sure. Let's Skip It
1. What are you looking for?,78dc1277-be31-44a6-9c16-8d7580c5db05,Women's Styles
2. What's your fit?,78dc1277-be31-44a6-9c16-8d7580c5db05,Narrow
1. What are you looking for?,79382494-8d70-4b20-bcd4-e4de8ff57606,Men's Styles
2. What's your fit?,79382494-8d70-4b20-bcd4-e4de8ff57606,Medium
3. How old are you?,79382494-8d70-4b20-bcd4-e4de8ff57606,Round
4. Which colors do you like?,79382494-8d70-4b20-bcd4-e4de8ff57606,Crystal
3. How old are you?,795555cf-464f-432f-8ee0-e2365dc812f2,Square
4. Which colors do you like?,795555cf-464f-432f-8ee0-e2365dc812f2,Tortoise
1. What are you looking for?,795555cf-464f-432f-8ee0-e2365dc812f2,Men's Styles
2. What's your fit?,795555cf-464f-432f-8ee0-e2365dc812f2,Wide
3. How old are you?,7979675f-acb8-4b88-b583-64dcf4a545aa,Square
4. Which colors do you like?,7979675f-acb8-4b88-b583-64dcf4a545aa,Black
2. What's your fit?,7979675f-acb8-4b88-b583-64dcf4a545aa,Narrow
1. What are you looking for?,7979675f-acb8-4b88-b583-64dcf4a545aa,Women's Styles
1. What are you looking for?,79918520-1254-4903-b31f-db13b501be2c,I'm not sure. Let's skip it.
2. What's your fit?,79918520-1254-4903-b31f-db13b501be2c,Medium
5. When was your last eye exam?,79b847a4-7510-48b7-934a-ee773490086a,1-3 Years
4. Which colors do you like?,79b847a4-7510-48b7-934a-ee773490086a,Black
1. What are you looking for?,79b847a4-7510-48b7-934a-ee773490086a,I'm not sure. Let's skip it.
3. How old are you?,79b847a4-7510-48b7-934a-ee773490086a,Square
2. What's your fit?,79b847a4-7510-48b7-934a-ee773490086a,Medium
5. When was your last eye exam?,7a7e41e9-930d-488a-87eb-0006229d5c79,<1 Year
4. Which colors do you like?,7a7e41e9-930d-488a-87eb-0006229d5c79,Tortoise
3. How old are you?,7a7e41e9-930d-488a-87eb-0006229d5c79,Rectangular
2. What's your fit?,7a7e41e9-930d-488a-87eb-0006229d5c79,Narrow
1. What are you looking for?,7a7e41e9-930d-488a-87eb-0006229d5c79,Women's Styles
1. What are you looking for?,7aaaeedf-104d-4a16-b7f1-7cef382f53e8,Men's Styles
4. Which colors do you like?,7aaaeedf-104d-4a16-b7f1-7cef382f53e8,Black
3. How old are you?,7aaaeedf-104d-4a16-b7f1-7cef382f53e8,Round
2. What's your fit?,7aaaeedf-104d-4a16-b7f1-7cef382f53e8,Medium
1. What are you looking for?,7e47a4bf-7ef8-4f8f-98b0-330b48f38a9d,Women's Styles
2. What's your fit?,7e47a4bf-7ef8-4f8f-98b0-330b48f38a9d,Narrow
5. When was your last eye exam?,7f8778f1-6cff-4bcc-a85a-0f60c077fb7e,<1 Year
4. Which colors do you like?,7f8778f1-6cff-4bcc-a85a-0f60c077fb7e,Black
3. How old are you?,7f8778f1-6cff-4bcc-a85a-0f60c077fb7e,Rectangular
1. What are you looking for?,7f8778f1-6cff-4bcc-a85a-0f60c077fb7e,Men's Styles
2. What's your fit?,7f8778f1-6cff-4bcc-a85a-0f60c077fb7e,Narrow
1. What are you looking for?,811e1219-dcf6-4489-862d-b6300df67c9b,Women's Styles
2. What's your fit?,811e1219-dcf6-4489-862d-b6300df67c9b,I'm not sure. Let's skip it.
2. What's your fit?,814e3602-2c50-484e-9bb6-0bceeab9fb5d,I'm not sure. Let's skip it.
5. When was your last eye exam?,814e3602-2c50-484e-9bb6-0bceeab9fb5d,<1 Year
4. Which colors do you like?,814e3602-2c50-484e-9bb6-0bceeab9fb5d,Neutral
1. What are you looking for?,814e3602-2c50-484e-9bb6-0bceeab9fb5d,Men's Styles
3. How old are you?,814e3602-2c50-484e-9bb6-0bceeab9fb5d,Rectangular
2. What's your fit?,816d5990-1cb7-4c1d-84f5-60db28cfa137,Narrow
4. Which colors do you like?,816d5990-1cb7-4c1d-84f5-60db28cfa137,Crystal
1. What are you looking for?,816d5990-1cb7-4c1d-84f5-60db28cfa137,Men's Styles
3. How old are you?,816d5990-1cb7-4c1d-84f5-60db28cfa137,Rectangular
5. When was your last eye exam?,816d5990-1cb7-4c1d-84f5-60db28cfa137,<1 Year
2. What's your fit?,8193cf87-4e93-4622-84bf-3838c0c1b275,Narrow
1. What are you looking for?,8193cf87-4e93-4622-84bf-3838c0c1b275,Women's Styles
3. How old are you?,8193cf87-4e93-4622-84bf-3838c0c1b275,Rectangular
4. Which colors do you like?,8193cf87-4e93-4622-84bf-3838c0c1b275,Crystal
2. What's your fit?,829c61bb-3b2e-41b3-9f1f-9a53773b2ac0,Medium
4. Which colors do you like?,829c61bb-3b2e-41b3-9f1f-9a53773b2ac0,Black
1. What are you looking for?,829c61bb-3b2e-41b3-9f1f-9a53773b2ac0,Women's Styles
3. How old are you?,829c61bb-3b2e-41b3-9f1f-9a53773b2ac0,Rectangular
3. How old are you?,82e0486f-5c44-477d-9eac-980df6a18ace,Rectangular
2. What's your fit?,82e0486f-5c44-477d-9eac-980df6a18ace,Narrow
1. What are you looking for?,82e0486f-5c44-477d-9eac-980df6a18ace,Women's Styles
